序号,ID,标题,类型标签,网盘类目,年份,模块,是否已提取百度链接,转存状态,提取码,解压密码,云桥链接,百度链接,备注
804,75814,使用FastAPI、Streamlit和MLflow进行机器学习模型部署与MLOps,AI教程、模型教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=WUM0bzBGa3ZiQ25TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
805,75812,Houdini晶体破碎特效技术学习课程,合成教程、Houdini教程,Houdini教程,2024以后,教程课程,无,pending,YQ13722,yunqiaonet,https://www.yunqiaonet.com/goto?down=dm5kYk5sMTltWHJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
806,75797,Elementza – Maya多边形建模钢铁加鲁鲁,模型教程、Maya教程,Maya教程,2024以后,未分类,无,pending,YQ13718,yunqiaonet,https://www.yunqiaonet.com/goto?down=THg1c2Juc3BIM1BTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
807,75790,AI时代游戏与影视制作全流程大师班,综合教程,综合教程,2024以后,教程课程,无,pending,YQ13717,yunqiaonet,https://www.yunqiaonet.com/goto?down=K2tFUVVvTlpMYUhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
808,75748,精通LangChain：用Python构建大语言模型应用与RAG管道,模型素材、软件素材,综合素材,2024以后,模型,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=TXpmZ1NGK2hmL3JTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
809,75718,Maya头发制作教程,Maya教程,Maya教程,2024以后,教程课程,无,pending,YQ13703,yunqiaonet,https://www.yunqiaonet.com/goto?down=ejJRN3lUVE9jaGZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
810,75714,专业三维扫描全流程指南——Blender、Maya与Unreal引擎实战,UE教程、Blender教程、Maya教程,综合教程,2024以后,教程课程,无,pending,YQ13701,yunqiaonet,https://www.yunqiaonet.com/goto?down=dXFxODFnTzZFMWZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
811,75707,PS动漫风格背景插画设计课程,Photoshop教程,Photoshop教程,2024以后,教程课程,无,pending,YQ13696,yunqiaonet,https://www.yunqiaonet.com/goto?down=YkV1cmR6d2kvci9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
812,75686,太阳耀斑特效案例制作课程 Solar Flares in Houdini & Nuke,合成教程、Houdini教程、Nuke教程,综合教程,2024以后,教程课程,无,pending,YQ13708,yunqiaonet,https://www.yunqiaonet.com/goto?down=UklyeXFtYXVGbTdTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
813,75676,Blender and Substance Painter – Game Asset Creation,模型素材、Blender素材、Substance素材,综合素材,2024以后,模型,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=cnl6VTNJYU1yZ0hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
814,75670,AI Video FaceSwap 2.0.0 破解版,软件教程,软件教程,2024以后,软件插件,无,pending,YQ13688,yunqiaonet,https://www.yunqiaonet.com/goto?down=Y2RsWkdDbktEa0NsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
815,75643,"Learn pixel art and create a game, no experience needed!",综合教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=d1A2WjJSQlY3Y0hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
816,75638,3900个即拖即用的电影级配乐音效素材包,合成素材、音效素材、模型素材,综合素材,2024以后,合成元素、配乐音效,无,pending,YQ13681,yunqiaonet,https://www.yunqiaonet.com/goto?down=emEydmdoNVd5eG5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
817,75629,Everything I learnt about Environment Art – Part 1- Planning & Blockout,模型教程,模型教程,2024以后,教程课程,无,pending,YQ13687,yunqiaonet,https://www.yunqiaonet.com/goto?down=bm5EVkxjU3lFTHJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
818,75627,Everything I learnt about Environment Art – Part 2- Materials & Shaders,贴图教程、模型教程,综合教程,2024以后,教程课程,无,pending,YQ13700,yunqiaonet,https://www.yunqiaonet.com/goto?down=L1FIaC9aUUtnVnpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
819,75604,3D角色设计写实的亚洲男性头像制作高级课程,模型教程,模型教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=WVB2MUJWc0I4NzNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
820,75603,Blender弯曲面工具（Bend Face）,Blender教程,Blender教程,2024以后,软件插件,无,pending,YQ13679,yunqiaonet,https://www.yunqiaonet.com/goto?down=RlBQbHdFaitxc0RTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
821,75602,Blender动态地形插件 Dynamic Terrain,模型教程、Blender教程,Blender教程,2024以后,软件插件,无,pending,YQ13679,yunqiaonet,https://www.yunqiaonet.com/goto?down=bU9wbXh0VVhjcXZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
822,75601,Blender场景文件  Imahara Spaceport,模型素材、Blender素材,Blender素材,2024以后,模型,无,pending,YQ13678,yunqiaonet,https://www.yunqiaonet.com/goto?down=eXd5WUMvZzVBWDdTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
823,75600,Blender场景文件 Dune Scene,模型素材、Blender素材,Blender素材,2024以后,模型,无,pending,YQ13678,yunqiaonet,https://www.yunqiaonet.com/goto?down=T1VmU3Nid2NHZVRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
824,75594,Blender柔体布料无限循环动画插件 Revolve – Mesh Looper,Blender教程,Blender教程,2024以后,软件插件,无,pending,YQ13672,yunqiaonet,https://www.yunqiaonet.com/goto?down=NC8xZlIzcDBmUFhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
825,75593,Blender汽车自动绑定系统 Launch Control // Auto Car Rig,Blender教程,Blender教程,2024以后,未分类,无,pending,YQ13672,yunqiaonet,https://www.yunqiaonet.com/goto?down=b1ZHZ1g0T1cyNlBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
826,75592,Blender插件 Jigglegen,Blender教程,Blender教程,2024以后,软件插件,无,pending,YQ13672,yunqiaonet,https://www.yunqiaonet.com/goto?down=OHFlMjl6M2xNbVhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
827,75591,Blender插件 Organic Addon – Procedural Organic Tools – Discord Promotion,Blender教程,Blender教程,2024以后,软件插件,无,pending,YQ13672,yunqiaonet,https://www.yunqiaonet.com/goto?down=dlJWbHJ5aSsxQ2JTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
828,75590,Blender插件 Random_Starship,Blender教程,Blender教程,2024以后,软件插件,无,pending,YQ13672,yunqiaonet,https://www.yunqiaonet.com/goto?down=S1duKzZLZVZqcXpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
829,75577,Blender插件 Realmotion Pro,Blender教程,Blender教程,2024以后,软件插件,无,pending,YQ13679,yunqiaonet,https://www.yunqiaonet.com/goto?down=dkpZdjFqekdUWkxTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
830,75573,AnimDojo – The Online Animation Gym,综合教程,综合教程,2024以后,未分类,无,pending,YQ13652,yunqiaonet,https://www.yunqiaonet.com/goto?down=Z1NmU2VwVTNsMlRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
831,75555,Coursera – Linux 和 Python 与 Bash 脚本编写自动化专项课程,软件教程,软件教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=ZWZhbFVvRFNKTnJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
832,75553,LittleAdventurerAndie: 使用Godot 4.5制作2D俯视角游戏,综合教程,综合教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=TkpsZk1keDZuWFRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
833,75522,化学 + Python：用Python解决化学问题,软件教程,软件教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=ek5vK1drZ3lBMlBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
834,75516,通过制作游戏学习编程的Godot引擎实践课程,综合教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=b3dYMUduZjM1Sm5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
835,75485,基于5个实际项目的SolidWorks燃气涡轮叶片设计课程,综合教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=OXMvRTdMZlFrMzNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
836,75481,Project Based Python Create 8 Powerful Tools Step by Step,软件教程,软件教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=Q2ZzNEF2TnJNSDdTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
837,75475,Deep Learning for Image Segmentation with Python & Pytorch,软件教程,软件教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=WVpoTkJxYitrM1RTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
838,75469,FastAPI 精通：使用 Python 构建现代 API,软件教程,软件教程,2024以后,软件插件,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=RHNEYzF2ZVQ4RUhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
839,75457,Houdini人群模拟课程 FXPHD – HOU234 – Crowds in Houdini,Houdini教程,Houdini教程,2024以后,教程课程,无,pending,YQ13626,yunqiaonet,https://www.yunqiaonet.com/goto?down=eVlid3MwdkRsY3pTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
840,75454,完整计算机视觉实战课：从YOLO到多模态AI,综合教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=b1FaUjdaQnZ1eWZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
841,75448,Python健康数据可视化：Plotly、Pandas与GeoDa,软件教程,软件教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=SThWZHErOXR5RlBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
842,75446,从Python到预测：逐步构建机器学习模型,AI教程、模型教程、软件教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=U3JlVGFkVy9penZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
843,75438,面向生成式AI应用开发与测试的Python课程,AI教程、软件教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=Z2k0SGNwRHhzcVBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
844,75414,Python for Biological Data Analysis,软件教程,软件教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=OUFuSGFiWDVKeDNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
845,75394,Unreal Engine x Houdini & Adobe After Effects: Hollywood-Level Workflow VFX Course,UE教程、合成教程、视频教程、Houdini教程,Houdini教程,2024以后,教程课程,无,pending,YQ13629,yunqiaonet,https://www.yunqiaonet.com/goto?down=ckpqRENMbE54MGpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
846,75191,maya动画制作课程-Unleash the Action: Crafting Stylized Fight Sequences,Maya教程,Maya教程,2024以后,教程课程,无,pending,YQ13602,yunqiaonet,https://www.yunqiaonet.com/goto?down=Tk1wNnU2cjMyRVhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
847,75148,TyDiffusion Pro——3Ds Max建筑师与3D建模师AI应用课程,模型教程、3dsMax教程,3dsMax教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=K20xcytGY2V5dVhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
848,75146,专业室内可视化——3ds Max与Corona渲染器的完美结合,3dsMax教程,3dsMax教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=KzdpM0o4bm5tNTdTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
849,75126,CG风格化角色制作全流程教学,模型教程,模型教程,2024以后,教程课程,无,pending,YQ13581,yunqiaonet,https://www.yunqiaonet.com/goto?down=cnhrVTJINFVCMFhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
850,75108,CG人物角色设计制作全流程教程：3D Character Art with Antonio Esparza,模型教程,模型教程,2024以后,教程课程,无,pending,YQ11583,yunqiaonet,https://www.yunqiaonet.com/goto?down=S2ZGL1JWaCtiU0hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
851,75104,Houdini地形生成工具 KTT for Houdini,模型教程、Houdini教程,Houdini教程,2024以后,软件插件,无,pending,YQ13576,yunqiaonet,https://www.yunqiaonet.com/goto?down=S0hCQk13V2FZcDNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
852,75090,Maya到UE5 3D建模课程,UE教程、模型教程、Maya教程,Maya教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=RmdmZTkvK2oyVGZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
853,75088,数据科学与GenAI分析：Python + Hugging Face,软件教程,软件教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=TkplT29EdnlVdVRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
854,75062,UE+Substance Designer材质制作系统全面学习课程,UE教程、贴图教程、Substance教程,Substance教程,2024以后,教程课程,无,pending,YQ13563,yunqiaonet,https://www.yunqiaonet.com/goto?down=NHVza2lCTkZ1M0xTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
855,75060,PS风格化道具和武器概念艺术设计教程,模型教程、Photoshop教程,Photoshop教程,2024以后,教程课程,无,pending,YQ13565,yunqiaonet,https://www.yunqiaonet.com/goto?down=TFBLUVhuR2QybkxTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
856,75050,Rhino 3D快速原型与实体模型构建（二级）,模型素材,模型素材,2024以后,模型,无,pending,YQ13558,yunqiaonet,https://www.yunqiaonet.com/goto?down=TlZaMGsrTWE3M2pTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
857,75043,SolidWorks专家级：设计、装配与仿真,综合教程,综合教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=Ulg5b3R4M0FrUGZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
858,75041,Underpaint Academy – Concept & Splash Art with Victor Maury,综合教程,综合教程,2024以后,未分类,无,pending,YQ13557,yunqiaonet,https://www.yunqiaonet.com/goto?down=dzEvdTBOdko3TkhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
859,75017,Blender资源 Stylized Terrain And Mountain Library Terra Paint,Blender教程,Blender教程,2024以后,未分类,无,pending,YQ13536,yunqiaonet,https://www.yunqiaonet.com/goto?down=WE5JWjY5aWtobkxTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
860,75015,3D生物角色全流程制作：绑定、动画与CFX,模型教程,模型教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=ZVBOeDRxNXU0UnpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
861,75000,打造独具特色的风格化女性角色CG模型,模型素材,模型素材,2024以后,模型,无,pending,YQ13535,yunqiaonet,https://www.yunqiaonet.com/goto?down=TDBRMmp0V3F6WXpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
862,74965,徒步靴与背包全流程3D制作教程与模型下载,模型教程,模型教程,2024以后,教程课程,无,pending,YQ13521,yunqiaonet,https://www.yunqiaonet.com/goto?down=YmpDK0xUR3IwMC9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
863,74939,用Python与机器学习进行营养分析,AI教程、软件教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=TG9uT2dJM1NDRnpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
864,74937,化学家实用机器学习指南,AI教程,AI教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=VzBCTnduTkM0SnJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
865,74921,Godot 4 实战：从零开发数字填色书应用——掌握画笔、填充、保存与UI交互,综合教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=RVUrYWNWY1JueEhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
866,74913,从零打造风格化堡垒：一站式掌握Blender建模与Substance材质绘制,贴图教程、模型教程、Blender教程、Substance教程,综合教程,2024以后,教程课程,无,pending,YQ13508,yunqiaonet,https://www.yunqiaonet.com/goto?down=c3IyTlh5aFUxZnZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
867,74900,Houdini Solaris 科幻视效序列制作全流程教学,Houdini教程,Houdini教程,2024以后,教程课程,无,pending,YQ13505,yunqiaonet,https://www.yunqiaonet.com/goto?down=c0x3cUpMb2hPdnJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
868,74893,Houdini VAT技术与Unreal实战：打造高性能影视级游戏特效,UE教程、合成教程、Houdini教程,Houdini教程,2024以后,教程课程,无,pending,YQ13502,yunqiaonet,https://www.yunqiaonet.com/goto?down=UHNEWVdsdUxKejdTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
869,74891,掌握Maya生物打斗动画：5小时高级技法实训,Maya教程,Maya教程,2024以后,教程课程,无,pending,YQ13501,yunqiaonet,https://www.yunqiaonet.com/goto?down=UU9tYnJWSDJCNWJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
870,74887,Python人工智能大师课（一）,AI教程、软件教程,综合教程,2024以后,教程课程,无,pending,YQ13399,yunqiaonet,https://www.yunqiaonet.com/goto?down=Z1N1OUZqSGxBWFRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
871,74879,低多边形风格化3D武器制作：Creating Low-Poly Stylized 3D Weapons – In-Depth Tutorial Course,模型教程,模型教程,2024以后,教程课程,无,pending,YQ13396,yunqiaonet,https://www.yunqiaonet.com/goto?down=NE1nMDBmbktlNWZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
872,74853,材质生成工具 Materialize image to material tool,软件教程、贴图教程,综合教程,2024以后,软件插件,无,pending,YQ13387,yunqiaonet,https://www.yunqiaonet.com/goto?down=NWNFTm81S01uRHVsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
873,74851,Houdini的APEX高级绑定大师课,Houdini教程,Houdini教程,2024以后,教程课程,无,pending,YQ13385,yunqiaonet,https://www.yunqiaonet.com/goto?down=ditpa0FxTno5WmpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
874,74818,"AI Engineering Bootcamp: Building AI Applications (LangChain, LLM APIs + more)",AI教程,AI教程,2024以后,教程课程,无,pending,YQ13368,yunqiaonet,https://www.yunqiaonet.com/goto?down=WDhkQVNWRGFwaHpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
875,74799,Automate Boring Stuff With Python : Generative AI – ChatGPT5,AI教程、软件教程,综合教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=eVlHdVl2cnREMXJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
876,74797,Create a Full 3D Top Down Shooter in Godot 4,综合教程,综合教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=b2Q0dHpOVnpzMWpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
877,74791,使用Python进行化学数据分析与绘图,软件教程,软件教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=bEovOGJ1UGlEVWJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
878,74782,Dynamic Trees – Houdini Tutorial,Houdini教程,Houdini教程,2024以后,教程课程,无,pending,YQ13359,yunqiaonet,https://www.yunqiaonet.com/goto?down=c2JhdnQwK1ljNm5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
879,74780,Master Dynamic Environments & FX in UE5 & Houdini,UE教程、模型教程、Houdini教程,Houdini教程,2024以后,教程课程,无,pending,YQ13357,yunqiaonet,https://www.yunqiaonet.com/goto?down=ekxLT2xVQTRjdVRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
880,74768,Houdini和Nuke闪电长矛案例特效制作课程,合成教程、Houdini教程、Nuke教程,综合教程,2024以后,教程课程,无,pending,YQ13362,yunqiaonet,https://www.yunqiaonet.com/goto?down=ZjQ2dG9TMldmbW5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
881,74759,Create a 2D Game in Godot 4.5,综合教程,综合教程,2024以后,未分类,无,pending,YQ13353,yunqiaonet,https://www.yunqiaonet.com/goto?down=blNoUTNKOUxKYWpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
882,74745,Levelup.Digital – Creating a Smart Fur Material QiYuDai,贴图素材,贴图素材,2024以后,材质贴图,无,pending,YQ13350,yunqiaonet,https://www.yunqiaonet.com/goto?down=KzVQcm5aWW5JTEhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
883,74716,PYTHON: Python Programming Complete BootCamp,软件教程,软件教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=RjdwUW5qOC9JTG5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
884,74712,Lighting Mastery in V-Ray 6,综合教程,综合教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=QjUrdGlueGorNnpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
885,74708,使用Substance 3D Designer软件创建风格化科幻屏障墙材质,贴图教程、Substance教程,Substance教程,2024以后,软件插件,无,pending,YQ13336,yunqiaonet,https://www.yunqiaonet.com/goto?down=QTU0Y3pxOWpoSExTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
886,74691,Altium Designer Lifecycle 1.0.0 build 6,综合教程,综合教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=a3JkR3ZFZlJNYmFsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
